OrderID,CustomerName,Email,OrderDate,Geometric Hoops,Minimalist Studs,Boho Dangles,Pearl Drops,Silver Threaders,TotalOrderValue
0318,Customer 18,customer18@example.com,2022-04-17,2,2,1,0,3,81
0667,Customer 192,customer192@example.com,2022-04-17,2,1,0,2,3,91
0217,Customer 59,customer59@example.com,2022-04-18,3,0,2,0,1,65
0212,Customer 179,customer179@example.com,2022-04-18,3,2,3,2,3,145
0363,Customer 68,customer68@example.com,2022-04-18,3,0,2,1,2,91
0377,Customer 24,customer24@example.com,2022-04-19,1,3,3,2,3,133
0641,Customer 272,customer272@example.com,2022-04-21,0,3,2,0,2,70
0834,Customer 254,customer254@example.com,2022-04-21,3,3,1,2,3,129
0388,Customer 31,customer31@example.com,2022-04-21,3,3,3,2,1,131
0910,Customer 9,customer9@example.com,2022-04-22,0,0,1,3,1,68
0597,Customer 71,customer71@example.com,2022-04-22,1,0,0,3,2,77
0969,Customer 156,customer156@example.com,2022-04-23,2,1,3,0,1,75
0415,Customer 171,customer171@example.com,2022-04-24,0,0,0,0,3,33
0181,Customer 80,customer80@example.com,2022-04-25,3,2,1,3,2,125
0930,Customer 251,customer251@example.com,2022-04-25,1,2,0,1,1,52
0364,Customer 52,customer52@example.com,2022-04-27,3,3,0,2,3,117
0939,Customer 59,customer59@example.com,2022-04-28,1,1,3,2,2,106
0041,Customer 117,customer117@example.com,2022-04-28,2,0,0,0,3,53
0958,Customer 114,customer114@example.com,2022-04-29,3,3,2,2,2,130
0353,Customer 250,customer250@example.com,2022-05-02,3,0,3,3,2,133
0094,Customer 109,customer109@example.com,2022-05-03,1,0,0,0,3,43
0959,Customer 242,customer242@example.com,2022-05-05,3,1,2,1,3,110
0705,Customer 130,customer130@example.com,2022-05-07,2,2,0,0,0,36
0836,Customer 32,customer32@example.com,2022-05-08,1,1,0,2,0,48
0888,Customer 33,customer33@example.com,2022-05-09,3,1,1,2,2,102
0751,Customer 39,customer39@example.com,2022-05-10,1,2,0,2,3,89
0335,Customer 188,customer188@example.com,2022-05-12,3,1,2,0,2,84
0889,Customer 71,customer71@example.com,2022-05-16,2,2,3,3,2,139
0172,Customer 7,customer7@example.com,2022-05-18,0,0,3,2,2,88
0479,Customer 270,customer270@example.com,2022-05-20,3,2,0,1,1,72
0745,Customer 266,customer266@example.com,2022-05-20,3,3,0,1,2,91
0382,Customer 286,customer286@example.com,2022-05-22,3,3,2,2,3,141
0515,Customer 89,customer89@example.com,2022-05-23,3,0,0,2,0,60
0512,Customer 199,customer199@example.com,2022-05-23,3,0,1,0,0,42
0919,Customer 207,customer207@example.com,2022-05-25,3,1,0,1,1,64
0594,Customer 157,customer157@example.com,2022-05-28,3,3,1,3,2,133
0788,Customer 172,customer172@example.com,2022-05-29,0,2,0,3,1,72
0909,Customer 101,customer101@example.com,2022-06-01,0,1,0,3,1,64
0780,Customer 84,customer84@example.com,2022-06-02,3,2,0,3,0,91
0361,Customer 70,customer70@example.com,2022-06-04,1,0,1,2,0,52
0568,Customer 174,customer174@example.com,2022-06-04,2,2,1,3,2,115
0524,Customer 166,customer166@example.com,2022-06-05,2,0,0,0,0,20
0337,Customer 290,customer290@example.com,2022-06-06,2,3,1,2,3,119
0093,Customer 9,customer9@example.com,2022-06-10,0,1,1,2,2,72
0591,Customer 118,customer118@example.com,2022-06-10,0,0,2,1,3,72
0120,Customer 9,customer9@example.com,2022-06-11,0,2,3,2,0,82
0278,Customer 98,customer98@example.com,2022-06-12,0,0,3,0,2,58
0297,Customer 273,customer273@example.com,2022-06-15,3,3,2,3,2,145
0013,Customer 134,customer134@example.com,2022-06-15,3,0,2,0,2,76
0656,Customer 48,customer48@example.com,2022-06-16,1,1,3,0,3,87
0721,Customer 8,customer8@example.com,2022-06-17,3,3,1,1,2,103
0543,Customer 42,customer42@example.com,2022-06-23,0,2,1,1,2,65
0917,Customer 260,customer260@example.com,2022-06-23,2,0,1,1,0,47
0132,Customer 130,customer130@example.com,2022-06-26,2,3,2,3,1,124
0477,Customer 1,customer1@example.com,2022-06-28,2,1,1,1,3,88
0422,Customer 206,customer206@example.com,2022-06-30,1,0,1,3,2,89
0462,Customer 35,customer35@example.com,2022-07-02,3,1,1,3,0,95
0762,Customer 234,customer234@example.com,2022-07-03,2,0,0,1,2,57
0020,Customer 225,customer225@example.com,2022-07-04,2,3,1,3,2,123
0884,Customer 78,customer78@example.com,2022-07-04,3,2,2,1,2,107
0082,Customer 287,customer287@example.com,2022-07-08,1,0,1,1,1,48
0763,Customer 282,customer282@example.com,2022-07-09,1,2,2,3,0,95
0833,Customer 151,customer151@example.com,2022-07-09,3,3,2,2,0,108
0499,Customer 208,customer208@example.com,2022-07-09,0,0,2,2,2,76
0657,Customer 19,customer19@example.com,2022-07-09,0,0,1,0,2,34
0387,Customer 98,customer98@example.com,2022-07-11,1,3,0,3,2,101
0259,Customer 70,customer70@example.com,2022-07-11,2,3,1,2,0,86
0602,Customer 199,customer199@example.com,2022-07-11,0,0,0,3,2,67
0911,Customer 61,customer61@example.com,2022-07-12,1,2,2,0,3,83
0950,Customer 98,customer98@example.com,2022-07-13,1,2,2,1,3,98
0886,Customer 42,customer42@example.com,2022-07-14,2,0,3,2,2,108
0529,Customer 216,customer216@example.com,2022-07-15,3,1,1,0,2,72
0755,Customer 244,customer244@example.com,2022-07-16,1,1,3,1,0,69
0825,Customer 82,customer82@example.com,2022-07-17,2,3,1,2,0,86
0493,Customer 74,customer74@example.com,2022-07-17,0,2,1,0,1,39
0630,Customer 254,customer254@example.com,2022-07-17,0,2,0,0,3,49
0689,Customer 34,customer34@example.com,2022-07-19,0,1,3,2,2,96
0101,Customer 69,customer69@example.com,2022-07-20,3,1,1,1,0,65
0853,Customer 11,customer11@example.com,2022-07-22,1,2,3,1,3,110
0920,Customer 28,customer28@example.com,2022-07-23,1,3,0,2,0,64
0995,Customer 231,customer231@example.com,2022-07-24,0,3,2,2,3,111
0898,Customer 166,customer166@example.com,2022-07-27,1,3,0,3,2,101
0749,Customer 70,customer70@example.com,2022-07-29,0,3,1,3,3,114
0784,Customer 254,customer254@example.com,2022-07-30,1,3,3,0,3,103
0860,Customer 219,customer219@example.com,2022-07-31,0,3,1,2,1,77
0053,Customer 259,customer259@example.com,2022-07-31,2,0,3,1,3,104
0684,Customer 266,customer266@example.com,2022-08-01,0,2,3,0,1,63
0646,Customer 192,customer192@example.com,2022-08-01,0,2,3,2,0,82
0648,Customer 18,customer18@example.com,2022-08-03,2,0,0,2,2,72
0481,Customer 224,customer224@example.com,2022-08-04,2,3,0,2,0,74
0333,Customer 105,customer105@example.com,2022-08-05,1,1,2,0,1,53
0585,Customer 46,customer46@example.com,2022-08-05,1,2,2,3,0,95
0389,Customer 158,customer158@example.com,2022-08-05,1,3,2,2,2,110
0770,Customer 287,customer287@example.com,2022-08-07,1,0,3,3,1,102
0921,Customer 170,customer170@example.com,2022-08-09,2,2,1,3,3,126
0516,Customer 215,customer215@example.com,2022-08-11,2,3,3,0,0,80
0168,Customer 35,customer35@example.com,2022-08-12,0,3,3,0,2,82
0091,Customer 191,customer191@example.com,2022-08-15,2,3,1,2,3,119
0414,Customer 192,customer192@example.com,2022-08-17,2,3,2,0,3,101
0306,Customer 165,customer165@example.com,2022-08-17,2,3,0,3,2,111
0113,Customer 189,customer189@example.com,2022-08-17,0,0,0,2,3,63
0724,Customer 14,customer14@example.com,2022-08-19,2,3,0,3,1,100
0734,Customer 294,customer294@example.com,2022-08-19,3,0,3,1,0,81
0679,Customer 106,customer106@example.com,2022-08-22,0,2,1,1,0,43
0619,Customer 216,customer216@example.com,2022-08-22,2,3,0,3,3,122
0432,Customer 150,customer150@example.com,2022-08-24,1,3,2,0,0,58
0935,Customer 49,customer49@example.com,2022-08-25,3,2,1,0,3,91
0307,Customer 201,customer201@example.com,2022-08-27,2,2,2,3,3,138
0322,Customer 132,customer132@example.com,2022-08-27,3,0,2,0,0,54
0202,Customer 75,customer75@example.com,2022-08-27,0,1,3,3,1,100
0039,Customer 101,customer101@example.com,2022-08-30,3,0,3,0,3,99
0963,Customer 44,customer44@example.com,2022-09-01,0,0,1,3,3,90
0622,Customer 282,customer282@example.com,2022-09-01,1,0,0,0,3,43
0955,Customer 27,customer27@example.com,2022-09-03,0,2,3,2,2,104
0428,Customer 10,customer10@example.com,2022-09-04,1,2,0,0,1,37
0802,Customer 275,customer275@example.com,2022-09-04,3,1,0,3,1,94
0560,Customer 155,customer155@example.com,2022-09-04,0,0,3,1,0,51
0413,Customer 74,customer74@example.com,2022-09-08,0,1,0,2,2,60
0019,Customer 146,customer146@example.com,2022-09-09,2,1,2,1,1,78
0520,Customer 25,customer25@example.com,2022-09-11,0,0,2,2,3,87
0580,Customer 55,customer55@example.com,2022-09-12,1,0,3,1,0,61
0265,Customer 264,customer264@example.com,2022-09-14,0,2,3,0,3,85
0640,Customer 78,customer78@example.com,2022-09-14,2,2,2,1,3,108
0376,Customer 241,customer241@example.com,2022-09-14,2,3,0,0,2,66
0098,Customer 272,customer272@example.com,2022-09-15,1,1,0,0,0,18
0137,Customer 296,customer296@example.com,2022-09-16,3,2,0,3,1,102
0893,Customer 101,customer101@example.com,2022-09-16,3,3,2,3,1,134
0868,Customer 159,customer159@example.com,2022-09-17,0,2,1,0,2,50
0162,Customer 192,customer192@example.com,2022-09-18,0,1,1,2,2,72
0786,Customer 72,customer72@example.com,2022-09-18,2,1,2,2,2,104
0796,Customer 13,customer13@example.com,2022-09-18,3,0,1,0,1,53
0285,Customer 89,customer89@example.com,2022-09-19,3,0,2,0,1,65
0987,Customer 42,customer42@example.com,2022-09-19,0,0,1,2,0,42
0856,Customer 151,customer151@example.com,2022-09-19,1,1,2,1,1,68
0829,Customer 282,customer282@example.com,2022-09-21,2,3,0,0,0,44
0565,Customer 217,customer217@example.com,2022-09-23,3,2,2,0,3,103
0034,Customer 296,customer296@example.com,2022-09-24,0,0,2,3,0,69
0521,Customer 101,customer101@example.com,2022-09-24,3,3,3,0,3,123
0891,Customer 105,customer105@example.com,2022-09-25,0,1,1,1,3,68
0238,Customer 63,customer63@example.com,2022-09-25,1,1,3,0,1,65
0791,Customer 194,customer194@example.com,2022-09-26,3,1,1,3,1,106
0971,Customer 165,customer165@example.com,2022-09-26,0,3,0,3,3,102
0441,Customer 279,customer279@example.com,2022-09-27,1,1,0,3,2,85
0430,Customer 81,customer81@example.com,2022-09-28,0,0,3,3,3,114
0815,Customer 285,customer285@example.com,2022-09-29,2,0,0,0,1,31
0325,Customer 82,customer82@example.com,2022-10-01,2,1,1,2,2,92
0956,Customer 195,customer195@example.com,2022-10-02,2,2,1,0,1,59
0323,Customer 260,customer260@example.com,2022-10-02,0,2,0,0,1,27
0319,Customer 97,customer97@example.com,2022-10-04,1,1,3,3,2,121
0847,Customer 255,customer255@example.com,2022-10-04,3,1,0,3,1,94
0733,Customer 129,customer129@example.com,2022-10-05,1,1,0,3,0,63
0797,Customer 296,customer296@example.com,2022-10-06,1,1,1,0,2,52
0352,Customer 286,customer286@example.com,2022-10-10,3,1,2,0,1,73
0691,Customer 10,customer10@example.com,2022-10-10,3,0,1,1,0,57
0712,Customer 2,customer2@example.com,2022-10-11,0,0,0,2,2,52
0280,Customer 192,customer192@example.com,2022-10-12,1,0,2,1,2,71
0007,Customer 214,customer214@example.com,2022-10-12,2,3,0,1,0,59
0171,Customer 100,customer100@example.com,2022-10-13,3,0,0,0,2,52
0841,Customer 178,customer178@example.com,2022-10-14,2,3,3,2,2,132
0274,Customer 1,customer1@example.com,2022-10-14,2,0,0,1,0,35
0914,Customer 121,customer121@example.com,2022-10-18,1,1,2,0,1,53
0665,Customer 11,customer11@example.com,2022-10-19,0,3,3,1,0,75
0808,Customer 34,customer34@example.com,2022-10-20,0,2,0,3,0,61
0713,Customer 8,customer8@example.com,2022-10-20,2,3,3,0,2,102
0447,Customer 36,customer36@example.com,2022-10-21,1,2,3,3,2,129
0398,Customer 56,customer56@example.com,2022-10-22,1,3,1,3,3,124
0744,Customer 51,customer51@example.com,2022-10-22,2,1,1,3,1,96
0440,Customer 97,customer97@example.com,2022-10-22,3,3,2,1,1,104
0279,Customer 82,customer82@example.com,2022-10-23,3,3,3,2,1,131
0111,Customer 260,customer260@example.com,2022-10-24,3,1,1,1,2,87
0158,Customer 186,customer186@example.com,2022-10-24,2,0,0,2,2,72
0993,Customer 193,customer193@example.com,2022-10-27,1,0,3,1,0,61
0840,Customer 181,customer181@example.com,2022-10-27,1,3,3,2,0,100
0487,Customer 226,customer226@example.com,2022-11-01,2,3,0,2,0,74
0947,Customer 48,customer48@example.com,2022-11-01,0,1,1,0,0,20
0199,Customer 26,customer26@example.com,2022-11-02,0,0,1,0,2,34
0925,Customer 234,customer234@example.com,2022-11-04,2,1,2,0,3,85
0051,Customer 142,customer142@example.com,2022-11-06,2,0,1,0,1,43
0716,Customer 124,customer124@example.com,2022-11-06,0,1,0,1,0,23
0058,Customer 241,customer241@example.com,2022-11-08,1,0,0,1,3,58
0752,Customer 289,customer289@example.com,2022-11-09,1,2,2,1,1,76
0464,Customer 67,customer67@example.com,2022-11-10,1,1,0,3,3,96
0874,Customer 12,customer12@example.com,2022-11-13,3,2,0,2,0,76
0965,Customer 246,customer246@example.com,2022-11-13,1,3,3,0,1,81
0685,Customer 140,customer140@example.com,2022-11-13,1,3,1,1,3,94
0756,Customer 298,customer298@example.com,2022-11-15,3,1,2,3,3,140
0863,Customer 144,customer144@example.com,2022-11-15,0,1,3,1,1,70
0328,Customer 59,customer59@example.com,2022-11-15,0,1,1,0,2,42
0095,Customer 137,customer137@example.com,2022-11-16,3,0,3,2,2,118
0446,Customer 97,customer97@example.com,2022-11-17,1,3,1,2,2,98
0497,Customer 204,customer204@example.com,2022-11-18,1,1,2,1,0,57
0538,Customer 149,customer149@example.com,2022-11-18,1,2,0,1,0,41
0533,Customer 273,customer273@example.com,2022-11-21,3,0,2,3,3,132
0661,Customer 53,customer53@example.com,2022-11-23,0,3,3,2,0,90
0879,Customer 197,customer197@example.com,2022-11-26,1,3,2,2,1,99
0102,Customer 247,customer247@example.com,2022-11-27,0,0,0,1,3,48
0276,Customer 79,customer79@example.com,2022-11-28,3,1,2,3,0,107
0434,Customer 129,customer129@example.com,2022-11-28,1,1,0,3,1,74
0380,Customer 99,customer99@example.com,2022-12-01,1,1,3,1,3,102
0978,Customer 300,customer300@example.com,2022-12-01,3,2,0,0,3,79
0299,Customer 132,customer132@example.com,2022-12-02,2,3,0,3,3,122
0288,Customer 93,customer93@example.com,2022-12-05,1,1,0,0,1,29
0962,Customer 196,customer196@example.com,2022-12-06,0,1,0,2,3,71
0089,Customer 15,customer15@example.com,2022-12-06,1,3,3,1,0,85
0660,Customer 155,customer155@example.com,2022-12-10,1,0,3,2,0,76
0302,Customer 69,customer69@example.com,2022-12-10,0,0,1,1,0,27
0160,Customer 82,customer82@example.com,2022-12-11,2,1,0,1,2,65
0236,Customer 298,customer298@example.com,2022-12-11,3,0,0,1,3,78
0525,Customer 41,customer41@example.com,2022-12-11,1,1,0,3,3,96
0655,Customer 71,customer71@example.com,2022-12-11,2,1,0,3,2,95
0176,Customer 232,customer232@example.com,2022-12-15,1,1,1,2,1,71
0072,Customer 42,customer42@example.com,2022-12-16,3,1,0,1,1,64
0204,Customer 189,customer189@example.com,2022-12-16,1,2,2,2,0,80
0026,Customer 50,customer50@example.com,2022-12-16,2,2,3,2,1,113
0384,Customer 212,customer212@example.com,2022-12-17,3,2,3,2,3,145
0002,Customer 16,customer16@example.com,2022-12-17,1,3,0,1,3,82
0357,Customer 146,customer146@example.com,2022-12-17,0,2,2,2,2,92
0747,Customer 200,customer200@example.com,2022-12-17,2,1,0,3,1,84
0478,Customer 61,customer61@example.com,2022-12-18,0,2,2,2,2,92
0850,Customer 228,customer228@example.com,2022-12-25,3,2,0,2,0,76
0218,Customer 109,customer109@example.com,2022-12-25,0,2,0,1,0,31
0731,Customer 216,customer216@example.com,2022-12-28,3,2,2,0,2,92
0929,Customer 273,customer273@example.com,2022-12-28,3,2,2,0,1,81
0490,Customer 126,customer126@example.com,2022-12-28,2,3,0,2,2,96
0231,Customer 230,customer230@example.com,2022-12-29,3,2,1,3,2,125
0219,Customer 157,customer157@example.com,2022-12-29,1,3,2,1,0,73
0014,Customer 151,customer151@example.com,2022-12-30,3,0,1,1,1,68
0567,Customer 154,customer154@example.com,2022-12-30,2,1,2,2,1,93
0639,Customer 100,customer100@example.com,2022-12-31,3,0,2,2,3,117
0616,Customer 44,customer44@example.com,2022-12-31,2,3,3,1,0,95
